"","sale_head","price","price_sqm","created","floor_size","level_condo","num_bed","num_bath","condo_name","zone","near_lo_type1","near_lo_name1","near_lo_dist1","near_lo_type2","near_lo_name2","near_lo_dist2","near_lo_type3","near_lo_name3","near_lo_dist3","near_lo_type4","near_lo_name4","near_lo_dist4","near_lo_type5","near_lo_name5","near_lo_dist5","near_lo_type6","near_lo_name6","near_lo_dist6","owner","longitude","latitude","list_link"
"112","Condo for sale IVY AMPIO (Ivy Ampio), the newest room in the project.","฿7,250,000","(161,111 B./Sq.m.)","Created 2022-10-19 16:43","45 Sq.m.","Level 26","1 Bedrooms","1 Bedrooms","Condo Ivy Ampio","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.4 Km.","living_mall","FortuneTown","0.6 Km.","living_mall","CentralPlaza Grand Rama 9","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.7 Km.","living_transit","MRT Phra Ram 9","0.7 Km.","living_mall","The Street Ratchada","0.9 Km.","BannayooRealestate",100.5683282,13.7630933,"https://www.livinginsider.com/livingdetail_en/1333239/Condo-for-sale-IVY-AMPIO-Ivy-Ampio-the-newest-room-in-the-project-.html"
"113","Selling Quinn Condo Ratchada 17, the newest room in the project. (Room condition 100%)","฿3,750,000","(107,143 B./Sq.m.)","Created 2022-10-19 16:48","35 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Quinn Condo","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_mall","The Street Ratchada","1.8 Km.","living_mall","Big C Extra Ratchadapisek","2.0 Km.","living_hospital","Paolo Hospital Phaholyothin","2.6 Km.","BannayooRealestate",100.5732439,13.786642,"https://www.livinginsider.com/livingdetail_en/1333288/Selling-Quinn-Condo-Ratchada-17-the-newest-room-in-the-project-Room-condition-100.html"
"114","[Owner post] Sale down payment The Stage Mindscape Ratchada-Huay Kwang 1 Bed 27.91 sq m. Corner room 6A2-16 Central floor Type A2 wide room","฿2,890,000","(103,547 B./Sq.m.)","Created 2022-06-05 11:10","27.91 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo THE STAGE Mindscape Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.3 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.7 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","living_mall","FortuneTown","2.5 Km.","KORNLERT",100.5771585,13.7784063,"https://www.livinginsider.com/livingdetail_en/1142483/Owner-post-Sale-down-payment-The-Stage-Mindscape-Ratchada-Huay-Kwang-1-Bed-27-91-sq-m-Corner-room.html"
"115","⚡️ Urgent!!! Selling below market 40%, Yeild 6.2% ⚡️ Sell Centric Huai Khwang, 1 bedroom, 32 sqm, Studio price 2.9 million, contact quickly before you miss it 080-3974164 (touch)","฿2,900,000","(Stock ID : C2205270227)","Created 2022-11-18 20:03","32.35 Sq.m.","Level 5","1 Bedrooms","1 Bedrooms","Condo Centric Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.1 Km.","living_transit","MRT Ratchadaphisek","1.0 Km.","living_academy","University of the Thai Chamber of Commerce","1.8 Km.","living_mall","The Street Ratchada","2.2 Km.","living_mall","Big C Extra Ratchadapisek","2.3 Km.","living_academy","Civil Aviation Training Center","2.5 Km.","Touchakorn TK Kruech...",100.573567,13.7898806,"https://www.livinginsider.com/livingdetail_en/1378968/%EF%B8%8F-Urgent-Selling-below-market-40-Yeild-6-2-%EF%B8%8F-Sell-Centric-Huai-Khwang-1-bedroom-32-sqm-St.html"
"116","⚡️ Shock Price, profit since buying 1.5 million ⚡️ Sell Centric Huai Khwang, 1 bedroom, 32 sq m, Studio price 2.9 million, 40% lower than market, Yield 6.2% Contact quickly before you miss 080-3974164 (touch)","฿2,900,000","(89,645 B./Sq.m.)","Created 2022-11-18 20:10","32.35 Sq.m.","Level 5","1 Bedrooms","1 Bedrooms","Condo Centric Huai Khwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_mall","FortuneTown","2.6 Km.","Touchakorn TK Kruech...",100.5740166,13.7804357,"https://www.livinginsider.com/livingdetail_en/1378976/%EF%B8%8F-Shock-Price-profit-since-buying-1-5-million-%EF%B8%8F-Sell-Centric-Huai-Khwang-1-bedroom-32-sq-m-Stu.html"
"117","The Stage Mindscape 1-bed, front contract only 2.59 million or 100,xxx baht/square meter, north, beautiful position","฿2,590,000","(100,271 B./Sq.m.)","Created 2021-05-03 10:55","25.83 Sq.m.","Level 12","1 Bedrooms","1 Bedrooms","Condo THE STAGE Mindscape Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.3 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.7 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","living_mall","FortuneTown","2.5 Km.","@aspsa@",100.5771585,13.7784063,"https://www.livinginsider.com/livingdetail_en/750972/The-Stage-Mindscape-1-bed-front-contract-only-2-59-million-or-100xxx-bahtsquare-meter-north-bea.html"
"118","(Owner) The Stage Mindscape, 1 bedroom, beautiful corner, panoramic pool view.","฿2,958,000","(110,621 B./Sq.m.)","Created 2021-07-03 00:38","26.74 Sq.m.","Level 12","1 Bedrooms","1 Bedrooms","Condo THE STAGE Mindscape Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.3 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.7 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","living_mall","FortuneTown","2.5 Km.","tanawutk",100.5771585,13.7784063,"https://www.livinginsider.com/livingdetail_en/812976/Owner-The-Stage-Mindscape-1-bedroom-beautiful-corner-panoramic-pool-view-.html"
"119","(Owner) The Stage Mindscape, 1 Bed room, east, pro room, good price 2.71 million, cheapest in the project!!","฿2,710,000","(102,729 B./Sq.m.)","Created 2021-07-03 00:57","26.38 Sq.m.","Level 9","1 Bedrooms","1 Bedrooms","Condo THE STAGE Mindscape Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.3 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.7 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","living_mall","FortuneTown","2.5 Km.","tanawutk",100.5771585,13.7784063,"https://www.livinginsider.com/livingdetail_en/812982/Owner-The-Stage-Mindscape-1-Bed-room-east-pro-room-good-price-2-71-million-cheapest-in-the-pr.html"
"120","Condo for sale, Srivara Mansion 2, in the heart of Ratchadaphisek , located in Soi Ratchadaphisek 7.","฿2,650,000","(36,806 B./Sq.m.)","Created 2022-07-17 15:10","72 Sq.m.","Level 4","Studio room","Studio room","Srivara Mansion 2","Ratchadapisek, Huaikwang, Suttisan","living_mall","Big C Extra Ratchadapisek","0.2 Km.","living_mall","The Street Ratchada","0.2 Km.","living_transit","MRT Thailand Cultural Center","0.5 Km.","living_mall","FortuneTown","1.4 Km.","living_mall","CentralPlaza Grand Rama 9","1.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","Choenporn_Huamuangla...",100.5699503,13.770513,"https://www.livinginsider.com/livingdetail_en/1194316/Condo-for-sale-Srivara-Mansion-2-in-the-heart-of-Ratchadaphisek-located-in-Soi-Ratchadaphisek-7-.html"
"121","(b671) Condo for sale at Klang Krung Resort Ratchada Soi 7.","฿3,300,000","(55,000 B./Sq.m.)","Created 2022-09-09 12:14","60 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo Baan Klangkrung Resort","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.5 Km.","living_transit","MRT Huai Khwang","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.7 Km.","living_transit","MRT Thailand Cultural Center","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","1.2 Km.","living_mall","FortuneTown","1.8 Km.","@condoboy",100.5696453,13.7750101,"https://www.livinginsider.com/livingdetail_en/1270138/b671-Condo-for-sale-at-Klang-Krung-Resort-Ratchada-Soi-7-.html"
"122","Condo for sale/rent The privacy Ratchada Sutthisan 🌟🌟🧧","฿2,480,000","(75,152 B./Sq.m.)","Created 2021-07-16 12:18","33 Sq.m.","Level 8","1 Bedrooms","1 Bedrooms","Condo The Privacy Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.6 Km.","living_hospital","Paolohospital chokchai4","1.6 Km.","living_mall","Big C Supercenter Latphrao","2.5 Km.","living_mall","The Street Ratchada","2.8 Km.","living_mall","Big C Extra Ratchadapisek","3.0 Km.","living_academy","University of the Thai Chamber of Commerce","3.3 Km.","@condoboy",100.589381,13.7890307,"https://www.livinginsider.com/livingdetail_en/826812/Condo-for-salerent-The-privacy-Ratchada-Sutthisan-.html"
"123","Condo for sale Ratchada City Condo. Soi Pracharat Bamphen 7","฿1,090,000","(38,929 B./Sq.m.)","Created 2022-10-25 18:55","28 Sq.m.","Level 1-4","Studio room","Studio room","Ratchada City Condo","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","1.1 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.9 Km.","living_mall","CentralPlaza Grand Rama 9","2.7 Km.","Ekawat",100.5777395,13.7802252,"https://www.livinginsider.com/livingdetail_en/1344185/Condo-for-sale-Ratchada-City-Condo-Soi-Pracharat-Bamphen-7.html"
"124","Life Ratchadapisek","฿3,290,000","(104,911 B./Sq.m.)","Created 2022-11-11 18:49","31.36 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo Life Ratchadapisek","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","0.8 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.6 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.8 Km.","Kochakorn1309",100.5745872,13.7829619,"https://www.livinginsider.com/livingdetail_en/1369261/Life-Ratchadapisek.html"
"125","Big room, Cozy, comfortable, pool view, A Space Play","฿1,890,000","(57,151 B./Sq.m.)","Created 2022-11-17 22:29","33.07 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo A Space Play Ratchada-Sutthisarn","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.6 Km.","living_hospital","Paolohospital chokchai4","1.6 Km.","living_mall","Big C Supercenter Latphrao","2.5 Km.","living_mall","The Street Ratchada","2.8 Km.","living_mall","Big C Extra Ratchadapisek","3.0 Km.","living_academy","University of the Thai Chamber of Commerce","3.3 Km.","Wiseattitude",100.5890631,13.7896472,"https://www.livinginsider.com/livingdetail_en/1377684/Big-room-Cozy-comfortable-pool-view-A-Space-Play.html"
"126","Beautiful shouting, room goes fast, starting at only 6,xxx The Seed B104","฿1,790,000","(63,139 B./Sq.m.)","Created 2022-11-18 02:56","28.35 Sq.m.","Level 8","1 Bedrooms","1 Bedrooms","Condo The Seed Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.5 Km.","living_academy","University of the Thai Chamber of Commerce","2.5 Km.","living_hospital","Piyavate Hospital","2.6 Km.","living_mall","CentralPlaza Grand Rama 9","2.7 Km.","Wiseattitude",100.5829535,13.7767176,"https://www.livinginsider.com/livingdetail_en/1377844/Beautiful-shouting-room-goes-fast-starting-at-only-6xxx-The-Seed-B104.html"
"127","Exclusive corner room, only one room, large size, only 9,xxx RatchadaCity18 (Diamond 15)","฿2,090,000","(48,234 B./Sq.m.)","Created 2022-11-26 11:28","43.33 Sq.m.","Level 3","1 Bedrooms","1 Bedrooms","Condo Ratchada City 18","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.4 Km.","living_mall","The Street Ratchada","2.0 Km.","living_mall","Big C Extra Ratchadapisek","2.2 Km.","living_hospital","Paolohospital chokchai4","2.4 Km.","living_academy","University of the Thai Chamber of Commerce","2.7 Km.","living_mall","Big C Supercenter Latphrao","2.9 Km.","Wiseattitude",100.5851821,13.7835207,"https://www.livinginsider.com/livingdetail_en/1388492/Exclusive-corner-room-only-one-room-large-size-only-9xxx-RatchadaCity18-Diamond-15.html"
"128","The most beautiful Huai Khwang Bring a bag. Only 6,xxx The Seed B46","฿1,790,000","(63,139 B./Sq.m.)","Created 2022-11-26 12:23","28.35 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Condo The Seed Ratchada - Huai Khwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.5 Km.","living_academy","University of the Thai Chamber of Commerce","2.5 Km.","living_hospital","Piyavate Hospital","2.6 Km.","living_mall","CentralPlaza Grand Rama 9","2.7 Km.","Wiseattitude",100.5829535,13.7767176,"https://www.livinginsider.com/livingdetail_en/1388550/The-most-beautiful-Huai-Khwang-Bring-a-bag-Only-6xxx-The-Seed-B46.html"
"129","แต่งใหม่ สวยกริ๊บ เพียง 8,xxx บ./ด. L Style","฿1,790,000","(57,612 B./Sq.m.)","Created 2022-11-06 21:12","31.07 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo L STYLE","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","1.2 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_hospital","Piyavate Hospital","2.4 Km.","living_academy","University of the Thai Chamber of Commerce","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","Wiseattitude",100.5818081,13.7753168,"https://www.livinginsider.com/livingdetail_en/1361146/%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%AA%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%B4%E0%B9%8A%E0%B8%9A-%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87-8xxx-%E0%B8%9A-%E0%B8%94-L-Style.html"
"130","34-35 sq.m. XT Huai Khwang Condo Huai Khwang, near MRT only 75 meters.","฿4,390,000","(Stock ID : XT HK-F2)","Created 2021-08-19 23:21","34 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","Thiraphong.mac",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/859340/34-35-sq-m-XT-Huai-Khwang-Condo-Huai-Khwang-near-MRT-only-75-meters-.html"
"131","Studio room for sale 28.00-30.00 Sqm. XT Huaikhwang XT Huaikhwang.","฿3,690,000","(131,786 B./Sq.m.)","Created 2022-11-08 15:06","28 Sq.m.","Level 11-20","Studio room","Studio room","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","Thiraphong.mac",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1363905/Studio-room-for-sale-28-00-30-00-Sqm-XT-Huaikhwang-XT-Huaikhwang-.html"
"132","✅ For Sale The Kris Express 2 Nearby MRT Ratchadaphisek","฿4,050,000","(96,429 B./Sq.m.)","Created yesterday","42 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo The Kris Express 2 (Ratchada 19)","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.3 Km.","living_transit","MRT Lad Phrao","0.8 Km.","living_transit","MRT Sutthisan","1.1 Km.","living_academy","St. John's University","1.7 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Civil Aviation Training Center","2.0 Km.","Kozy Room",100.5739417,13.7990833,"https://www.livinginsider.com/livingdetail_en/1393608/-For-Sale-The-Kris-Express-2-Nearby-MRT-Ratchadaphisek.html"
"133","✅ For Sale The Kris Express 2 Nearby MRT Ratchadaphisek","฿5,500,000","(76,389 B./Sq.m.)","Created yesterday","72 Sq.m.","Level 6","2 Bedrooms","2 Bedrooms","Condo The Kris Express 2 (Ratchada 19)","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.3 Km.","living_transit","MRT Lad Phrao","0.8 Km.","living_transit","MRT Sutthisan","1.1 Km.","living_academy","St. John's University","1.7 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Civil Aviation Training Center","2.0 Km.","Kozy Room",100.5739417,13.7990833,"https://www.livinginsider.com/livingdetail_en/1393600/-For-Sale-The-Kris-Express-2-Nearby-MRT-Ratchadaphisek.html"
"134","✅ For Sale Condo One Ratchada - Ladprao Nearby MRT Ratchadaphisek","฿2,580,000","(57,333 B./Sq.m.)","Created yesterday","45 Sq.m.","Level 5-10","1 Bedrooms","1 Bedrooms","Condo One Ratchada - Ladprao","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.9 Km.","living_mall","Union Mall","2.0 Km.","living_academy","Chandrakasem Rajabhat University","2.2 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","Kozy Room",100.5737516,13.7996904,"https://www.livinginsider.com/livingdetail_en/1393594/-For-Sale-Condo-One-Ratchada-Ladprao-Nearby-MRT-Ratchadaphisek.html"
"135","✅ For Sale Condo One Ratchada - Ladprao Nearby MRT Ratchadaphisek","฿4,300,000","(71,667 B./Sq.m.)","Created yesterday","60 Sq.m.","Level 5","2 Bedrooms","2 Bedrooms","Condo One Ratchada - Ladprao","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.9 Km.","living_mall","Union Mall","2.0 Km.","living_academy","Chandrakasem Rajabhat University","2.2 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","Kozy Room",100.5737516,13.7996904,"https://www.livinginsider.com/livingdetail_en/1393590/-For-Sale-Condo-One-Ratchada-Ladprao-Nearby-MRT-Ratchadaphisek.html"
"136","Urgent sale Rhythm Ratchada sq.m., less than a hundred thousand, near MRT, 1 minute walk to","฿3,400,000","(93,458 B./Sq.m.)","Created 2022-09-02 21:32","36.38 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","Thanchanok Nippanon",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1259879/Urgent-sale-Rhythm-Ratchada-sq-m-less-than-a-hundred-thousand-near-MRT-1-minute-walk-to.html"
"137","Selling at a loss, cheaper than the project, free down payment 0 baht, easy installment 9999, new room, you can move in. cheaper than renting","฿3,290,000","(94,000 B./Sq.m.)","Created 2021-11-14 02:20","35 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo Ideo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","living_mall","The Street Ratchada","2.2 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.2 Km.","living_hospital","Paolo Hospital Phaholyothin","2.2 Km.","Thataroth",100.5700394,13.7899623,"https://www.livinginsider.com/livingdetail_en/939982/Selling-at-a-loss-cheaper-than-the-project-free-down-payment-0-baht-easy-installment-9999-new-ro.html"
"138","For Sale The Kris Express 2 Nearby MRT Ratchadaphisek","฿4,050,000","(96,429 B./Sq.m.)","Created yesterday","42 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo The Kris Express 2 (Ratchada 19)","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.3 Km.","living_transit","MRT Lad Phrao","0.8 Km.","living_transit","MRT Sutthisan","1.1 Km.","living_academy","St. John's University","1.7 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Civil Aviation Training Center","2.0 Km.","Area66",100.5739417,13.7990833,"https://www.livinginsider.com/livingdetail_en/1393516/For-Sale-The-Kris-Express-2-Nearby-MRT-Ratchadaphisek.html"
"139","Selling cheap!!️ Condo Promto Ratchada 32, low-rise condo, 8 floors, peaceful, shady (Prompto Condo Ratchada 32)","฿1,290,000","(49,711 B./Sq.m.)","Created 2022-05-08 14:42","25.95 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Prompto Condo Ratchada 32","Ratchadapisek, Huaikwang, Suttisan","living_academy","Chandrakasem Rajabhat University","0.8 Km.","living_mall","Tesco Lotus Wang Hin","0.8 Km.","living_hospital","Paolo Hospital Kaset","2.0 Km.","living_mall","Tesco Lotus Ladprao","2.2 Km.","living_hospital","Paolohospital chokchai4","2.4 Km.","living_mall","CentralPlaza Lardprao","2.5 Km.","PinProperty",100.5841919,13.8201492,"https://www.livinginsider.com/livingdetail_en/1111633/Selling-cheap%EF%B8%8F-Condo-Promto-Ratchada-32-low-rise-condo-8-floors-peaceful-shady-Prompto-Condo.html"
"140","For Sale The Kris Express 2 Nearby MRT Ratchadaphisek","฿5,500,000","(76,389 B./Sq.m.)","Created yesterday","72 Sq.m.","Level 6","2 Bedrooms","2 Bedrooms","Condo The Kris Express 2 (Ratchada 19)","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.3 Km.","living_transit","MRT Lad Phrao","0.8 Km.","living_transit","MRT Sutthisan","1.1 Km.","living_academy","St. John's University","1.7 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Civil Aviation Training Center","2.0 Km.","Area66",100.5739417,13.7990833,"https://www.livinginsider.com/livingdetail_en/1393507/For-Sale-The-Kris-Express-2-Nearby-MRT-Ratchadaphisek.html"
"141","For Sale Condo One Ratchada - Ladprao Nearby MRT Ratchadaphisek","฿4,300,000","(71,667 B./Sq.m.)","Created yesterday","60 Sq.m.","Level 5","2 Bedrooms","2 Bedrooms","Condo One Ratchada - Ladprao","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.9 Km.","living_mall","Union Mall","2.0 Km.","living_academy","Chandrakasem Rajabhat University","2.2 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","Area66",100.5737516,13.7996904,"https://www.livinginsider.com/livingdetail_en/1393488/For-Sale-Condo-One-Ratchada-Ladprao-Nearby-MRT-Ratchadaphisek.html"
"142","🚩For Sale 🚩Condo 624 Condolette Ratchada 36 , Near CRU, MRT Ladprao","฿1,850,000","(66,071 B./Sq.m.)","Created yesterday","28 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","624 CondoLette Ratchada 36","Ratchadapisek, Huaikwang, Suttisan","living_academy","Chandrakasem Rajabhat University","0.4 Km.","living_hospital","Paolo Hospital Kaset","1.5 Km.","living_mall","Tesco Lotus Ladprao","1.5 Km.","living_mall","Tesco Lotus Wang Hin","1.5 Km.","living_mall","CentralPlaza Lardprao","1.8 Km.","living_mall","Union Mall","1.9 Km.","AimHighGroup",100.5767494,13.8220973,"https://www.livinginsider.com/livingdetail_en/1393465/For-Sale-Condo-624-Condolette-Ratchada-36-Near-CRU-MRT-Ladprao.html"
"143","📣♥️XT HUAIKWANG","฿3,690,000","(123,000 B./Sq.m.)","Created 2022-11-12 20:13","30 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","Yaovaluck Pangpanya",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1370463/%EF%B8%8FXT-HUAIKWANG.html"
"144","SALE !! Condo Amanta Ratchada, MRT Thailand Cultural Centre, 2 Bed, Tower 1, Floor 7, Area 85 sq.m., Sale 7 MB","฿7,000,000","(82,353 B./Sq.m.)","Created 2021-05-15 00:49","85 Sq.m.","Level 5-10","2 Bedrooms","2 Bedrooms","Condo Amanta Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.3 Km.","living_mall","Big C Extra Ratchadapisek","0.6 Km.","living_mall","The Street Ratchada","0.7 Km.","living_mall","FortuneTown","0.8 Km.","living_mall","CentralPlaza Grand Rama 9","0.8 Km.","living_transit","MRT Phra Ram 9","0.9 Km.","หน่อย ณภัสสรณ์...",100.5673912,13.7652956,"https://www.livinginsider.com/livingdetail_en/763079/SALE-Condo-Amanta-Ratchada-MRT-Thailand-Cultural-Centre-2-Bed-Tower-1-Floor-7-Area-85-sq-m-.html"
"145","[Best Deal] For sell 'Ivy Ampio' High class Condo Next to Mrt cultural center, Chinese embassy, Esplanade: 1bedroom 1bathroom 43sqm, Tel & Line 065-821-0041 Alice ✨ AL207","฿6,490,000","(150,930 B./Sq.m.)","Created 2022-11-02 15:44","43 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo Ivy Ampio","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.4 Km.","living_mall","FortuneTown","0.6 Km.","living_mall","CentralPlaza Grand Rama 9","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.7 Km.","living_transit","MRT Phra Ram 9","0.7 Km.","living_mall","The Street Ratchada","0.9 Km.","alisa-w",100.5683282,13.7630933,"https://www.livinginsider.com/livingdetail_en/1355565/Best-Deal-For-sell-Ivy-Ampio-High-class-Condo-Next-to-Mrt-cultural-center-Chinese-emb.html"
